transition,count,common_words
ich was,24,which was
the min,24,the mind, the ministry, the minds
the old,24,the old, the older, the oldest
the tra,24,the translation, the tragedies, the traditions
the pap,24,the paper, the papers
the fol,24,the following, the follies
the pri,23,the principles, the principal, the price
the rea,23,the reader, the real, the reasons
ion for,23,admiration for, veneration for, affection for
the par,23,the party, the particular, the parliament
ing wit,23,complying with, living with, dealing with
and wit,22,and with, and without, england with
ith whi,22,with which
the new,22,the new, the news, the newspapers
has bee,21,has been
the eng,21,the english, the englishman
ind the,21,find the, behind the, mind the
and con,21,and conversation, and congreve, and conduct
the tor,21,the tory, the tories, the torturing
ame tim,21,same time
ith his,21,with his
the ear,21,the earl, the early, the earlier
the uni,20,the united, the university, the unity
his wor,20,this work, his works, his work
ned the,20,enlivened the, undermined the, abandoned the
ver the,20,over the, however the, over them
ing tha,20,saying that, finding that, charming than
and dis,20,and dissipation, and discretion, and distribute
the dis,20,the distracted, the dispute, the dissecting
age and,20,stage and, age and, language and
the tim,20,the time, the times, the timely
ons and,20,sons and, actions and, institutions and
ere was,20,there was, here was, atmosphere was
the pur,20,the puritans, the puritan, the purpose
fee hou,20,coffee house, coffee houses
nth cen,19,eighteenth century, seventeenth century, fifteenth centuries
ore tha,19,more than, swore that
any oth,19,any other, many other, many others
ure and,19,nature and, literature and, composure and
the tas,19,the task, the taste, the tastes
ies and,19,parties and, curiosities and, contemporaries and
and whi,19,and which, and white, husband which
the act,19,the actors, the act, the action
the mor,19,the more, the moral, the morning
did not,19,did not, did nothing
the ver,18,the very, the verses, the verdant
ers the,18,manners the, numbers the, remembers the
ved the,18,received the, achieved there, observed the
the nam,18,the name, the names
the wri,18,the writer, the writers, the writings
ing for,18,feeling for, craving for, calling for
who was,18,who was
ted and,18,elevated and, neglected and, translated 'and
aid tha,17,said that, said 'that
nst the,17,against the
the lan,17,the language, the languages, the landed
rds the,17,towards the, afterwards the, towards them
and had,17,and had, england had, hand had
ght and,17,thought and, light and, right and
ess and,17,business and, mistress and, fineness and
ile the,17,while the, while they, reconcile these
who had,17,who had
had not,17,had not, had noticed
ter was,17,latter was, writer was, character was
the las,16,the last
the eig,16,the eighteenth, the eighth
the str,16,the stronger, the strong, the strongest
and was,16,and was, sunderland was
the ess,16,the essay, the essayists, the essays
the two,16,the two
the who,16,the whole
was pro,16,was probably, was promoted, was provided
ter and,16,character and, letter and, taskmaster and
her han,16,other hand, other hands
nce wit,16,acquaintance with, compliance with, accordance with
had the,16,had the, had then, had their
ing him,16,finding himself, king himself, leaving him
ted him,16,prevented him, presented him, granted him
the dra,16,the drama, the dramatists, the dramatic
the fin,16,the fine, the finest, the finished
and whe,16,and when, england where, and wherever
ing fro,16,coming from, arising from, writing from
the let,16,the letter, the letters
ill the,16,till the, still the, bill the
his agr,16,this agreement
his lif,15,his life
his pap,15,his papers, this paper, his paper
his cha,15,his character, his charge, his characters
ate the,15,appreciate the, cultivate the, fascinate the
his rea,15,his readers, his real, this reason
lic opi,15,public opinion
ght the,15,thought the, thought they, delight the
the rev,15,the revolution, the revolutions, the reverence
the rep,15,the reputation, the report, the reproof
ore the,15,before the, before them, more the
led the,15,called the, expelled the, inveigled the
ous and,15,vigorous and, humorous and, voluminous and
nts and,15,talents and, sentiments and, punishments and
and pro,15,and professional, and protection, and profound
ded the,15,regarded the, founded the, regarded their
ove the,15,above the, above them, move the
hey hav,15,they have
ent for,15,instrument for, sent for, parliament for
ted his,15,exhibited his, executed his, calculated his
the des,15,the design, the description, the descent
for him,15,for him, for himself
him and,15,him and
the ter,14,the terms
his tra,14,his travels, his translation, his translations
ife and,14,life and
wit and,14,wit and
the mer,14,the merits, the merit, the mere
the chi,14,the chief, the chivalry
the the,14,the theatre, the theological, the theatres
his con,14,his contemporaries, his conduct, his conclusions
the tru,14,the truth, the truest, the trustees
ses the,14,expresses the, roses the, characterises the
ble and,14,noble and, agreeable and, table and
red the,14,prepared the, recovered them, offered the
the peo,14,the people, the people's
the hea,14,the head, the heat, the heated
the sen,14,the sense, the sentence, the sentiments
the rec,14,the recommendation, the recompense, the received
ted fro,14,dated from, emancipated from, inherited from
ion but,14,opinion but, restoration but, devotion but
ich had,14,which had
ave the,14,have the, gave the, leave the
ade the,14,made the, made them, made their
ves the,14,themselves the, gives the, themselves therefore
tor the,14,spectator the, editor there, spectator they
the num,14,the number, the numbers, the numerous
the app,14,the appearance, the apprehensions, the appointment
ust hav,14,must have
him the,14,him the, him 'the
ent tha,14,compliment that, incident that, evident that
the ser,14,the services, the series, the service
and add,14,and addison, ireland addison, grand addison
hat you,14,that you, what you
ted sta,13,united states, distracted state, uncontradicted statements
ler and,13,tatler and, simpler and
red wit,13,covered with, shared with, coloured with
ste and,13,taste and
the sup,13,the superiority, the superior, the supernatural
and tho,13,and though, and those, and thoroughgoing
ity the,13,dignity the, incongruity these, reality the
and per,13,and personal, and perhaps, and persuasion
the dif,13,the difficulty, the different, the difficulties
and for,13,and for, and fortune, demand for
the tow,13,the town, the towns, the tower
ime the,13,time the, time their, sublime the
the day,13,the day, the days
the sec,13,the second, the secretary's, the secretaries
are the,13,are the, shakespeare the, are therefore
ich are,13,which are
ter tha,13,better than, letter that, matter that
ich wer,13,which were
the inf,13,the influence, the infection, the information
not onl,13,not only
ing out,13,arising out, transcribing out, barring out
ing pro,13,distributing project, training proficiency, tempting proposal
the fac,13,the fact, the facts, the face
the age,13,the age, the agents
the duk,13,the duke, the duke's
the pos,13,the position, the post, the posts
erg lit,13,gutenberg literary
ary arc,13,literary archive
ive fou,13,archive foundation
any par,12,any part, any particular, any party
ses and,12,verses and, houses and, phrases and
his let,12,his letter, this letter, his letters
men and,12,men and, statesmen and, gentlemen and
ing whi,12,feeling which, during which, following which
and who,12,and who, and whose, hand who
the gro,12,the ground, the gross, the groundwork
the law,12,the laws, the law, the lawyers
ive the,12,creative their, representative they, give their
his par,12,his party, his part, this particular
und the,12,found the, round the, found themselves
the soc,12,the society, the social
ion wit,12,connection with, nation with, nation without
son had,12,addison had
the art,12,the art, the article, the arts
ide the,12,side the, outside the, ride the
our own,12,our own, your own
eir own,12,their own
her the,12,neither the, whither the, whether the
ned wit,12,joined with, entertained with, signed with
ets and,12,poets and, closets and, streets and
and thi,12,and this, and things, hand this
the dea,12,the death, the dead, the deanery
his tim,12,his time, this time
ome tim,12,some time
his per,12,this period, this performance, his personal
the pol,12,the political, the politics, the polite
the cri,12,the critics, the critic, the crisis
the que,12,the queen, the question
the lio,12,the lion, the lion's
the var,12,the various, the variety, the variable
the hou,12,the house, the household
the clu,12,the club, the clubs
you may,11,you may
and cha,11,and character, and characteristic, and chaplain
the end,11,the end, the enduring
and man,11,and manners, and many, and manly
the cre,11,the credit, the creator, the creature
the clo,11,the close, the closing, the closest
ent wit,11,consistent with, inconsistent with, amendment without
the imp,11,the impression, the improvement, the improvements
the gra,11,the grave, the grace, the gradual
the ima,11,the imagination, the imaginative
his pre,11,his predecessors, his pretension, his preferences
ach oth,11,each other
try gen,11,country gentleman, country gentlemen
the mon,11,the moneyed, the monarchical, the money
and com,11,and common, and commercial, and comprehensive
the cle,11,the clergy, the clergyman, the clerical
the ide,11,the idea, the ideal, the ideas
the fas,11,the fashionable, the fashion, the fashions
son the,11,addison the, tonson the, reason the
use the,11,because they, house then, rouse the
han the,11,than the
his com,11,his companions, this comedy, his companion
art and,11,art and, part and, apart and
own the,11,known the, own the, shown the
nce whi,11,extravagance which, elegance which, preference which
her tha,11,rather than, other than, publisher that
the col,11,the college, the collection, the colleges
his cri,11,his critical, his criticisms, this criticism
the jud,11,the judgment, the judgments, the judges
the off,11,the office, the offer, the official
sed him,11,caused him, promised him, amused himself
man the,11,man they, man the, woman the
his dis,11,his distinction, his disposition, his disgrace
the cam,11,the campaign, the camp
ect the,11,subject the, protect the, respect the
per was,11,paper was, temper was, newspaper was
ety and,10,society and, safety and, piety and
and spe,10,and spectator, and speak
ith suc,10,with such, with success
was for,10,was forced, was for, was fortunate
rom his,10,from his
the lit,10,the little, the literary, the literature
and res,10,and respect, and reserved, and research
man who,10,man who, woman who, man whom
his cou,10,his country, this country, his courage
the fam,10,the famous, the fame, the family
ive and,10,tentative and, positive and, instinctive and
ose who,10,those who, those whose
the hum,10,the humour, the human, the humorous
his for,10,his fortunes, this for, his form
him tha,10,him that, him than
ved fro,10,derived from, removed from, saved from
and and,10,england and, ireland and, langland and
the ita,10,the italian, the italians
hey had,10,they had
ith all,10,with all
the ext,10,the extraordinary, the extravagance, the extreme
are and,10,shakespeare and, welfare and, snare and
ble the,10,responsible the, miserable there, marble the
uch mor,10,much more, much moral
the lea,10,the leading, the learned, the least
and goo,10,and good, and goodman
the ple,10,the pleasures, the plebeian, the plea
his was,10,this was
and mor,10,and more, and moral, and morality
age the,10,encourage the, stage the, rage the
the ind,10,the individual, the indies, the indian
our and,10,honour and, favour and, humour and
ate and,10,state and, rate and, uncultivate and
ace and,10,grace and, place and, lovelace and
the cas,10,the case, the casuistry, the cascades
nce was,10,experience was, consequence was, renaissance was
ake the,10,make the, take the, undertake the
use and,10,house and, playhouse and, use and
ich add,10,which addison
ate tha,10,indicate that, state that, translate than
ied the,10,denied the, carried the, qualified them
the opp,10,the opportunity, the opposite, the opposing
ied and,10,married and, gratified and, varied and
was per,10,was perhaps, was performed, was permitted
ted tha,10,admitted that, stipulated that, repeated that
the sto,10,the story, the storm, the stoutest
oes not,10,does not
med the,10,seemed the, formed the, welcomed the
his kin,10,this kind, his kinsman, his kind
his int,10,his intention, his interest, this intelligence
uld nev,10,would never, could never, should never
hat was,10,what was, that was
you are,10,you are
als and,10,journals and, rivals and, canals and
nce for,10,allowance for, france for, experience for
the eff,10,the effect, the effects, the efforts
any rat,10,any rate
the lin,10,the lines
ing thi,10,during this, ascending this, representing things
the mat,10,the matter, the materials, the material
ded wit,9,included with, resided with, regarded with
ork and,9,work and, york and, paperwork and
the spi,9,the spirit
aps the,9,perhaps the
his old,9,his old, his oldest
ite the,9,excite the, write the, cite the
but not,9,but not
red tha,9,remembered that, considered that, appeared that
his new,9,this new, his new, his newspaper
der tha,9,under that, order that, wonder that
ell kno,9,well known
ial and,9,social and, commercial and, trial and
and lit,9,and literary, and literature, and little
and aft,9,and after, and afterwards
ple and,9,people and, simple and, ample and
ure whi,9,literature which, nature which, censure which
the mod,9,the modern, the mode, the model
hat has,9,that has, what has
and eve,9,and even, and every
ess tha,9,consciousness that, success that, peevishness that
red him,9,procured him, considered himself, offered him
try and,9,country and, poetry and, industry and
the lon,9,the long, the london, the loneliness
the inc,9,the inclinations, the incalculable, the increase
the pow,9,the power, the powerful, the pow'r
tes the,9,rites the, tastes the, minutes there
his pol,9,his political
les the,9,charles the, principles the, versailles the
ing but,9,nothing but, drinking but, anything but
and all,9,and all, demand alliance, and allow
rom whi,9,from which, from white's
the hig,9,the highest, the high
ies the,9,enemies the, societies there, contemporaries the
sed his,9,addressed his, composed his, used his
ise and,9,rise and, enterprise and, praise and
ice the,9,office the, service the, justice the
the fai,9,the fair, the fainalls, the failure
act the,9,fact the, fact they, act the
kes the,9,makes them, makes the, 'makes the
nse and,9,sense and, license and
pon his,9,upon his
one ano,9,one another
the ele,9,the elements, the election, the elevation
een ann,9,queen anne's, queen anne, queen announced
tin poe,9,latin poets, latin poem, latin poems
ter who,9,writer who, daughter whom, manchester whose
ind and,9,kind and, mankind and, mind and
the sce,9,the scenes, the scenery, the scene
the sou,9,the soul, the source, the sounds
ess the,9,doubtless the, dullness the, bless the
met wit,9,met with
was dis,9,was distinguished, was discontinued, was discovered
and int,9,and intelligent, and intimate, and intervention
ors and,9,authors and, orators and, actors and
the cau,9,the cause
the yea,9,the year, the year's
and rea,9,and read, and reasonable, and reason
nce tha,9,correspondence that, since that, intelligence that
and app,9,and approbation, and appears, and appreciation
son who,9,addison who, person whom, tonson who
end and,9,friend and, attend and, townshend and
the int,9,the interest, the internal, the intention
the mus,9,the mus, the muse, the muses
and are,9,and are
you can,9,you can, you cannot
the phr,9,the phrase, the phrases
the mar,9,the march, the marks, the mark
the ang,9,the angel, the angry, the anguish
and exp,9,and expressions, and expressed, and experimental
ugh his,9,though his, through his
his off,9,his office, his official, his offences
the gov,9,the government, the governor, the governor's
the ful,9,the full
ith thi,8,with this
the onl,8,the only, the online
ers who,8,letters whose, retainers who, somers who
ele who,8,steele who, steele whose
ter whi,8,letter which, character which, character while
the han,8,the hands, the hand
han tha,8,than that
ave see,8,have seen, have seemed
est and,8,interest and, tempest and, conquest and
the acc,8,the account, the accomplished, the accessories
and vir,8,and virtue, and virgil
ing abo,8,nothing about, thinking about, twisting about
ven the,8,even the, given the
the exa,8,the examiner, the exact, the exaggerated
far fro,8,far from
hed the,8,published the, untouched the, distinguished the
ine and,8,fine and, discipline and, medicine and
nes wer,8,lines were, fortunes were, outlines were
ent his,8,spent his, ancient history, sent his
the chu,8,the church
ing any,8,producing any, judging any, executing any
ish poe,8,english poets
his sty,8,his style, this style
his tas,8,his task, his taste, his tastes
the epi,8,the epilogue, the episcopalian, the epilogues
hat con,8,that conflict, that conception, what contributed
the mid,8,the midst, the middle
the you,8,the young, the younger
had for,8,had formed, had for, had forced
ble tha,8,inevitable that, probable that, remarkable that
and not,8,and not, and notion, and nothing
rth and,8,mirth and, birth and, forth and
the rom,8,the romantic, the roman, the romanising
the pas,8,the passion, the pastoral, the passing
ley and,8,cowley and, wycherley and, coverley and
elf wit,8,himself with, itself with
the aud,8,the audience, the audiences
sed wit,8,raised with, impressed with, ceased with
the her,8,the hero, the heroes, the hero's
red for,8,prepared for, secured for, poured forth
ers fro,8,letters from, manners from, sufferers from
man tha,8,man that, gentleman that, footman that
the not,8,the notion, the notes, the notorious
elf and,8,himself and, herself and, myself and
was thi,8,was this, 'twas this, was thinking
him wit,8,him with
his ser,8,his services, his servants, his serious
may hav,8,may have
him fro,8,him from
ain the,8,again the, plain the, retain the
ons for,8,addison's fortunes, qualifications for, perceptions for
ere are,8,there are
act tha,8,fact that
the adv,8,the advantage, the advantages, the advances
for som,8,for some
ius and,8,genius and, persius and, portius and
ies whi,8,miscellanies while, responsibilities which, energies which
the exc,8,the exclusion, the excesses, the exchequer
rom thi,8,from this, from thinking
not bee,8,not been
ays the,8,says the, says these, rays they
ing int,8,going into, entering into, falling into
tes and,8,tastes and, white's and, notes and
ith him,8,with him
his rem,8,his remarks, his remuneration
ing dis,8,king disappointed, astonishing display, marrying discord
ing her,8,reforming her, plunging herself, finding her
ith add,8,with addison, with added, with addison's
ant and,8,lieutenant and, abundant and, malignant and
see the,8,see the
ply wit,8,comply with
the sat,8,the satire, the satirical
ish the,8,establish themselves, distinguish the, furnish the
the gua,8,the guardian
the vio,8,the violence, the violin, the violent
his mor,8,this morning, his morals, his more
ind tha,8,find that, kind that, mind that
ice and,8,office and, vice and, twice and
his nat,8,this nature, his natural, his nature
the evi,8,the evidence, the evidences, the evil
you hav,8,you have
the ili,8,the iliad
ces ane,8,spence's anecdotes
lic dom,8,public domain
set for,8,set forth
ith pop,7,with pope, smith pope, with pope's
the one,7,the one
his jou,7,his journal, this journey, his journey
ore his,7,before his
the fav,7,the favour, the favourite, the favourable
ons lif,7,addison's life, johnson's life, addison's lifetime
the adm,7,the admirable, the admission, the admissions
ing mor,7,something more, nothing more, observing more
and ref,7,and refinement, and refinements, and refresh
ove all,7,above all, love all
orm and,7,form and, reform and, uniform and
led wit,7,reconciled wit, filled with, prevailed with
acy and,7,profligacy and, aristocracy and, delicacy and
the bea,7,the beauties, the bear, the beaten
not see,7,not seem, not see, not seemed
the ope,7,the opening, the opera, the operations
ies wer,7,tories were, energies were, animosities were
ion had,7,nation had, reformation had, population had
hem and,7,them and
ent was,7,government was, entertainment was, improvement was
nce fro,7,france from, romance from, repugnance from
for thi,7,for this, for thinking
his who,7,his whole, this whole, his whom
ted for,7,compensated for, started for, noted for
eir com,7,their common, their comedies, their composition
mon sen,7,common sense
was und,7,was under, was undoubtedly, was undone
ise the,7,practise the, otherwise the, practise them
his lit,7,his literary, his little
tue and,7,virtue and
and you,7,and your, and you, england your
ons whi,7,reasons which, opinions which, occasions which
the rei,7,the reign
the low,7,the lowest, the lower, the low
his gen,7,his genius, this general, this generally
ure the,7,pleasure the, nature their, nature the
wed the,7,showed them, allowed the, showed their
the dut,7,the dutch, the duties, the duty
ons the,7,actions the, exceptions they, editions the
uch the,7,much the, such themes
the fat,7,the fate, the father, the fatigue
lly the,7,really the, characteristically the, faithfully the
und tha,7,found that, ground that
the car,7,the caroline, the care, the carthusians
the mea,7,the measure, the meantime, the meadows
day and,7,day and, yesterday and, friday and
ost the,7,lost their, most the, almost the
but tha,7,but that
ery wel,7,very well
nce bet,7,difference between, correspondence between, resemblance between
ood man,7,good manners, good man
the goo,7,the good
ess whi,7,press which, holiness which, success which
ard the,7,heard the, discard the, henceforward the
was con,7,was confined, was conferred, was contrary
the boo,7,the bookseller, the book, the books
his pro,7,his profits, his prot, this prohibition
ved tha,7,perceived that, proved that, involved that
the por,7,the portrait, the portion, the portraits
ons fro,7,donations from, translations from, quotations from
ust and,7,just and, robust and, distrust and
his res,7,his residence, this respect, his restoration
the sty,7,the style
how tha,7,show that
and acc,7,and according, and accomplishments, and accordingly
ess was,7,press was, boldness was, weakness was
ton and,7,milton and, gulston and, eton and
cts the,7,respects the, subjects the, prospects the
his wri,7,his writings, his writing
ave had,7,have had
the thr,7,the throne, the throng
the ass,7,the assertor, the associations, the assaults
the thi,7,the third, the thirsty, the thinly
and ver,7,and very, and verse, and verses
the wea,7,the weakness, the weather, the weak
hip and,7,friendship and, fellowship and, workmanship and
ent int,7,transient intermitting, descent into, parliament interfered
red and,7,discovered and, expired and, required and
ous for,7,notorious for, various forms, vigorous forms
his nam,7,his name, this name
the cop,7,the copyright
ime and,7,time and, lifetime and, gime and
ill and,7,quill and, skill and, till and
ord hal,7,lord halifax
ent whi,7,appointment which, movement which, entertainment which
had mad,7,had made
say tha,7,say that
and hav,7,and having, and have
and som,7,and some, and sometimes, england some
the cor,7,the corruption, the correspondence, the cornice
een pre,7,been preserved, been prepared, been pretended
for any,7,for any, for anything
all his,7,all his
son see,7,addison seems, person seems, addison seem
his des,7,his design, his descriptions, his desires
but his,7,but his
ces and,7,resources and, places and, consequences and
led him,7,enabled him, called him, led him
red his,7,considered his, rendered his, offered his
rse tha,7,course that, verse that, worse than
ave mad,7,have made
ity tha,7,morality that, opportunity that, obscurity that
had pro,7,had produced, had promised, had probably
ors the,7,professors the, predecessors the, spectators the
the mis,7,the misfortune, the mission, the mischief
was des,7,was destined, was designed, was despatched
ose tha,7,suppose that, those that
was wri,7,was written
the all,7,the allusion, the allegorical, the alleged
the fie,7,the field, the fierce
and suc,7,and such, land such, and successful
was add,7,was addison's, was addison
the exp,7,the expression, the experience, the expense
you wil,7,you will, 'you will
and ste,7,and steele
the sol,7,the sole, the soldiers, the soliloquy
the inv,7,the invention, the invaluable, the inventors
the mot,7,the motives, the motto, the mottoes
his hea,7,his heart, his head, his health
was rea,7,was really, was ready, was reached
ith gre,7,with great
ill hon,7,will honeycomb
the exe,7,the execution, the exercise, the execrable
his pow,7,his powers, his power
and any,7,and any, and anybody
ull pro,7,full project
his ebo,6,this ebook
the ori,6,the original, the originator
one who,6,one who, one whose, one whom
hat pro,6,that protracted, that produced, that profession
est the,6,interest the, invest the, est the
ght hav,6,might have
ood and,6,blood and, boyhood and, falsehood and
ers are,6,writers are, letters are, quarters are
hem the,6,them the, them their, them they
ble for,6,possible for, agreeable for, impossible for
ing add,6,during addison's, acknowledging addison's, finding addison's
not ver,6,not very
cal wri,6,political writers, philosophical writers, classical writers
has not,6,has not, has noticed
all thi,6,all things, all this, shall think
elf the,6,itself the, himself the
ope was,6,pope was, europe was
the pat,6,the patriarchal, the patrimony, the patronage
and yet,6,and yet
the war,6,the war, the wars, the warm
the ref,6,the reformation, the refined
the rel,6,the relations, the religious, the relish
and fro,6,and from, and 'from, understand from
ing con,6,favouring conditions, being continued, sweeping conclusions
was abl,6,was able
the sho,6,the shock, the shoemaker, the short
and ins,6,and instincts, and institutions, and insensibility
ere con,6,were constantly, were confirmed, were connected
had fou,6,had found, had founded, had fought
the civ,6,the civil
vil war,6,civil war, civil wars
the suc,6,the success, the succession, the successive
own and,6,town and, unknown and, own and
and cou,6,and country, and countries, and could
try the,6,country the, poetry the, country their
men wer,6,women were, men were, gentlemen were
ted int,6,translated into, penetrated into, stated intervals
hat par,6,that part, that party, that parties
ide and,6,side and, wide and, beside and
ety whi,6,society which, sobriety which, subtlety which
hem wit,6,them with
ith any,6,with any, with anyone
ood bre,6,good breeding
was pre,6,was preferable, was presented, was prepared
nts the,6,saints the, restraints they, ornaments the
ons but,6,sermons but, opinions but, inspirations but
the ins,6,the instincts, the instrument, the instructions
een for,6,been for, been forced, been formed
his fat,6,his father, his father's, his fate
ign and,6,design and, sovereign and, foreign and
for eve,6,for ever, for every
ine the,6,undermine the, imagine the, divine the
not the,6,not the, cannot therefore, not theatrical
man nat,6,human nature
uty and,6,beauty and, duty and
our the,6,honour the, ardour the, behaviour the
ike the,6,like the, unlike the, like these
was dou,6,was doubtless
ned and,6,strained and, imprisoned and, undermined and
the abs,6,the absence, the absolute, the absurdities
the rid,6,the ridiculous, the ridicule
the rig,6,the right
nto his,6,into his
ich has,6,which has
the dia,6,the dialogue, the diamond
the occ,6,the occasion
ood sen,6,good sense
his wif,6,his wife
ood for,6,good fortune, food for, good for
the lic,6,the licensing, the license, the licensed
the pra,6,the praise, the practices, the practical
the fem,6,the female, the feminine
ave con,6,have considered, have contained, have congratulated
the mem,6,the memory, the members, the memories
ith equ,6,with equal, with equanimity
ral and,6,moral and, cathedral and, liberal and
and wer,6,and were, hand were
eas and,6,ideas and, seas and, guineas and
les and,6,tables and, circles and, vales and
ove tha,6,prove that, above that
ity was,6,university was, humanity was, capacity was
his pos,6,his position, his post
her and,6,another and, other and, father and
and thr,6,and through, and three, england throughout
and rep,6,and reputation, and repose, and republican
his pri,6,his principles, his private, his prince
ele was,6,steele was
ive wit,6,live with, perspective with, conclusive with
his chi,6,his children, his chief, his children's
his met,6,his method, his methods, his metaphoric
hem tha,6,them that
and imp,6,and impertinent, and impulse, and impious
the lib,6,the liberty, the liberties
ich his,6,which his
and its,6,and its, england its
the sha,6,the shape, the shade, the shakesperian
the riv,6,the rival, the river
the lor,6,the lord
ing one,6,being one, rising one, during one
the opi,6,the opinion, the opinions
ted but,6,admitted but, appreciated but, knighted but
his the,6,this the, his theme, his theory
and onl,6,and only
and gra,6,and graceful, and granted, and gray
his inf,6,his influence, this information, his inflamed
ber was,6,number was, chamber was, member was
ned his,6,retained his, turned his, discerned his
his acc,6,his account
him for,6,him for
oon aft,6,soon after, soon afterwards
was nev,6,was never, was nevertheless
the met,6,the metamorphoses, the method, the metropolis
ver was,6,however was, whatever was, lover was
ate his,6,anticipate his, private history, estate his
age tha,6,age that, foliage that, language than
the ent,6,the entire, the enterprising, the entanglements
ers had,6,orders had, members had, manners had
hat tim,6,that time
tes tha,6,notes that, socrates that, states that
ion not,6,question not, determination not, invention not
ere not,6,were not, were notorious, where nothing
his tho,6,his thoughts, his thousands, this thought
not but,6,not but, cannot but
ber the,6,december the, number the, remember the
ing sta,6,intermitting starts, falling state, leading statesmen
ave him,6,gave him, have himself, save him
the sev,6,the seventeenth, the several
ing acc,6,providing access, discouraging account, following account
ing all,6,directing all, publishing all, making allowance
his ret,6,his return
ust the,6,must therefore, august there, disgust the
ery day,6,every day
and can,6,and cannot, and canals, ireland can
ght tha,6,thought that, sight that, height that
who hav,6,who have, who having
his jud,6,his judgments, his judgment, this judgment
ain tha,6,certain that, spain that, plain that
ver hav,6,never have, ever have
the fee,6,the feelings, the fee, the feet
ing par,6,taking part, opening paragraph, outlying parts
the arm,6,the army, the arms
ity for,6,opportunity for, city for, capacity for
hat wou,6,that would
and wha,6,and what
ays tha,6,says that
der sec,6,under secretary
ent fro,6,sent from, retirement from, different from
his app,6,his appreciation, his appearance, his appointment
the tre,6,the treaty, the treatment, the treasury
ons own,6,addison's own
son him,6,addison himself
ter his,6,after his, flatter his
ugh and,6,marlborough and, through and
ook the,6,took the, undertook the, book the
son wit,6,addison with, reason without, season with
not hav,6,not have, not having
ith man,6,with many
the pie,6,the piece, the piercing
his sid,6,his side, this side
was nat,6,was naturally, was natural
the cur,6,the curiosity, the curious, the current
ers wer,6,papers were, newspapers were, besiegers were
the qua,6,the qualities, the quarrel, the quality
the edi,6,the editor, the edition
per whi,6,paper which, newspaper which
ers whi,6,manners which, letters which, letters while
tor was,6,spectator was
the way,6,the way, the ways
ith reg,6,with regard, with regret
ord war,6,lord warwick, lord warwick's
rst boo,6,first book, first books
the kni,6,the knight, the knight's
you mus,6,you must
ion abo,6,information about
the use,5,the use, the user
her wit,5,either with, biographer with, other with
the sca,5,the scandalous, the scantiest, the scandal
the his,5,the history, the historic
