transition,count,common_words
he gr,76,the great, the greatest, the greek
ng in,76,nothing in, anything in, rising in
he pu,75,the public, the publication, the puritans
he ma,75,the manners, the man, the matter
ut th,75,but the, about the, but that
er an,74,tatler and, character and, order and
es in,73,classes in, features in, lines in
he fa,72,the fact, the famous, the fair
on to,71,addison to, occasion to, on to
ce th,71,since the, office the, hence the
re of,70,nature of, were of, picture of
of co,69,of course, of conversation, of conduct
he pe,69,the period, the people, the person
he ta,67,the tatler, the task, the taste
se th,67,because they, suppose that, recompense that
he li,65,the lion, the lines, the little
ne of,65,one of, scene of, tone of
ad be,64,had been, had become, dunciad beginning
le to,64,able to, impossible to, epistle to
he de,64,the design, the death, he describes
rt of,63,part of, art of, sort of
as no,63,was not, was no, has not
ve th,62,have the, prove that, above the
ed it,61,expressed it, considered it, regarded it
ng an,60,breeding and, long and, king and
on wh,60,on which, addison while, opinion which
of wh,60,of which, of what, of whom
nd wh,60,and when, and which, and who
is re,60,his remarks, his return, his readers
he th,60,the th, the theatre, the throne
he wh,60,the whigs, the whig, the whole
ed on,60,founded on, based on, insisted on
ty an,59,society and, beauty and, morality and
is ow,59,his own, is owed
er in,59,her in, manner in, enter into
er wh,59,paper which, letter which, character which
ce an,59,performance and, elegance and, grace and
nt th,59,represent the, account the, compliment that
er wa,59,latter was, paper was, writer was
on wa,58,addison was, lion was, johnson was
an in,58,man in, than in, an ingenious
he su,58,the subject, the superiority, the success
ss of,57,countess of, class of, loss of
he ca,57,the campaign, the cause, the case
ng hi,57,during his, among his, finding his
rg tm,57,gutenberg tm, gutenberg tm's
on hi,56,on his, upon his, addison himself
of ad,56,of addison, of addison's, of adulation
he ex,56,the execution, the extraordinary, the expression
he di,56,the dialogue, he did, the difficulty
le of,56,style of, principle of, capable of
nd co,56,and conversation, and common, thousand copies
he be,55,the best, the beauties, the beginning
an th,55,than the, than that, than those
he mi,55,the mind, he might, the midst
es to,55,writes to, principles to, notes to
ts an,55,poets and, closets and, talents and
he na,55,the nation, the name, the nature
or hi,55,for his, for him, spectator himself
rs an,55,manners and, volunteers and, somers and
he pl,55,the play, the place, the pleasures
te of,54,state of, spite of, taste of
rs in,54,papers in, letters in, appears in
nd of,54,kind of, and of, end of
is co,54,his contemporaries, his companions, his correspondence
st of,54,midst of, most of, st of
is in,53,is in, is interesting, is indeed
nt in,53,account in, element in, employment in
ed fr,53,derived from, dated from, removed from
in wh,53,in which, in what, dublin whose
st th,52,against the, interest the, lost their
to re,52,to reflect, to return, to represent
is no,52,is not, is no, is nothing
le th,51,while the, while they, inevitable that
er ha,51,other hand, never have, latter had
he to,51,the tory, the town, the tories
of an,50,of an, of any, of another
it of,50,spirit of, merit of, portrait of
he tr,50,the truth, the translation, the tragedies
te th,50,excite the, write the, wrote the
of it,50,of it, of its, of italy
nd an,50,friend and, and any, kind and
en in,50,written in, even in, then in
nd he,50,and he, and here, hand he
to co,49,to congreve, to come, to correct
ng of,49,speaking of, nothing of, king of
nd to,49,and to, mind to, attend to
ld ha,49,would have, should have, would hardly
nd re,48,and refinement, and respect, and reserved
nt an,48,sentiment and, frequent and, lieutenant and
he me,48,the merits, the men, the meeting
ed fo,48,prepared for, continued for, praised for
ly th,48,certainly the, undoubtedly the, possibly the
en of,47,men of, specimen of, been of
of st,47,of state, of steele, of style
of ma,47,of manners, of marlborough, of many
se an,47,sense and, house and, rise and
he au,47,the author, the audience, the authority
th an,47,with an, with any, mirth and
re in,47,are in, share in, therefore in
es wh,47,advantages which, principles which, losses which
ce to,46,preface to, reference to, eloquence to
of so,46,of society, of social, of some
ly in,46,only in, partly in, early in
he ne,45,the new, the news, the newspapers
he en,45,the english, the end, the englishman
re to,45,are to, are told, more to
as in,45,was in, as in, was inevitable
ry of,44,history of, secretary of, poetry of
ed as,44,represented as, described as, regarded as
as to,44,was to, as to, was too
an of,44,man of, gentleman of, than of
re an,44,nature and, literature and, shakespeare and
rs th,44,manners the, numbers the, remembers the
le in,43,steele in, visible in, while in
at hi,43,that his, at his, at him
ge of,43,knowledge of, age of, charge of
in it,42,in its, in it, in italy
ut of,42,out of, but of, without offending
he lo,42,the lord, the long, the love
he wr,42,the writer, he wrote, he writes
in co,42,in consequence, in coffee, in company
of ch,41,of charles, of character, of christianity
or of,41,author of, or of, creator of
he ki,41,the king, the kit, the kingdom
he cl,40,the club, the close, the clergy
he so,40,the society, the social, the sovereign
nd hi,39,and his, found himself, england his
to pr,39,to prove, to produce, to prevent
ld be,39,should be, would be, could be
nd ha,39,and had, and having, and has
me th,39,time the, me that, time that
he le,39,the letter, the less, he left
on ha,38,addison had, nation had, johnson has
nt to,38,sent to, sufficient to, refinement to
me of,38,name of, some of, volume of
ms to,38,seems to, bermingham's tower
ir ro,38,sir roger, sir roger's, fair rosamond
he fr,38,the french, the freeholder, the freedom
on on,37,addison on, opinion on, on one
he ac,37,the actors, the account, the act
nd di,37,and died, and dissipation, and dignity
as be,37,has been, has become, as being
or an,37,or any, for any, for and
ce in,37,place in, influence in, france in
ts th,37,saints the, respects the, restraints they
id th,36,said that, laid the, amid the
ty th,36,society that, party the, dignity the
er he,36,after he, never heard, december he
le an,36,people and, noble and, simple and
at it,36,that it, that its, at its
is pr,36,his predecessors, his principles, is proposed
ll be,35,will be, shall be, well be
he un,35,the united, the university, the unsullied
is de,35,his death, is described, is devoted
in an,35,in any, in an, in and
as an,35,as an, was an, as any
es we,35,lines were, fortunes were, tories were
nd it,35,and it, found it, and its
th of,35,death of, both of, th of
us an,35,genius and, mus anglican, vigorous and
th wh,35,with which, with whom, with what
he is,35,he is, she is, the issue
re is,35,there is, 'there is, shakespeare is
or no,35,spectator no, for not, for no
en an,34,men and, queen anne's, queen anne
it an,34,wit and, it and, spirit and
is pa,34,his papers, this paper, his party
ly to,34,only to, certainly to, naturally to
al in,34,social intercourse, usual in, cynical intellect
to wh,34,to which, to whom, to what
ry to,34,contrary to, necessary to, story told
of re,34,of reason, of receiving, of real
ld no,34,could not, would not, should not
nd wi,33,and with, and without, and will
is li,33,his life, his literary, is like
he ge,33,the genius, the general, the georgics
us of,33,genius of, conscious of, us of
de th,33,made the, conclude that, made them
of pa,33,of party, of parliament, of parties
is po,33,his political, his position, his powers
ds th,33,towards the, afterwards the, beds that
on fo,33,admiration for, veneration for, addison for
im to,33,him to, claim to, him too
on he,33,addison he, evolution he, protection he
ct th,33,fact that, fact the, subject the
me ti,33,same time, some time
of li,32,of life, of literary, of lichfield
st in,32,interest in, greatest interest, most interesting
ly be,32,only been, certainly be, hardly be
ds of,32,hands of, words of, minds of
ty in,32,authority in, ability in, pity in
ts in,32,consists in, poets in, comments in
he ot,32,the other
id no,32,did not, ibid no, ibid nos
ms of,31,terms of, forms of, ms of
as fo,31,as for, as follows, was forced
ry th,31,century the, carry the, poetry than
at of,31,that of, that offered, somewhat of
ut in,31,but in, out in, without inflicting
ed at,31,aimed at, educated at, acted at
is to,31,is to, his tory, this to
gh th,31,through the, though the, though they
on as,31,addison as, upon as, reputation as
he sh,31,he showed, he should, the shock
al of,31,deal of, ideal of, acquittal of
to su,31,to such, to suppose, to supply
he du,31,the duke, the dunciad, the dutch
th hi,31,with his, with him, worth his
ne an,30,one another, anyone anywhere, fine and
ct of,30,subject of, prospect of, product of
le wi,30,steele with, ridicule without, incompatible with
te an,30,taste and, state and, rate and
he cr,30,the credit, the creator, the critics
ow th,30,show that, show the, allow that
to en,30,to england, to encourage, to english
ch ha,30,which had, which has, which have
ch wa,30,which was, such was, much was
ns an,30,sons and, towns and, pains and
ot be,30,not be, cannot be, not been
mr ad,30,mr addison, mr addison's
he te,29,the terms, the templar, the test
se in,29,house in, license included, because in
rs to,29,appears to, letters to, writers to
is fr,29,his friend, his friend's, his friends
an an,29,than any, an angel, an angry
he ad,29,he addressed, the admirable, the advantage
ly co,29,scarcely consistent, strongly coloured, hopelessly corrupt
ad th,29,had the, had then, read the
im th,29,him the, him that, him than
he fe,29,the feudal, the female, the feelings
ed up,29,bestowed upon, followed up, looked upon
ge th,29,age that, encourage the, stage the
ns in,29,compositions in, actions in, donations in
ho ha,29,who had, who have, who has
st an,28,just and, cost and, interest and
ly an,28,italy and, family and, scarcely any
ns th,28,towns the, remains the, actions the
to ad,28,to addison, to admire, to adopt
er de,28,roger de, sheer destruction, however decidedly
al an,28,social and, commercial and, political and
of in,28,of invention, of in, of intelligence
in al,28,in all, again altered, join all
he im,28,the imagination, the impression, the improvement
al pr,28,periodical press, economical principles, intellectual property
he he,28,the hero, the head, he held
at ad,28,that addison, that addison's, what addison
on se,28,common sense, addison seems, restoration seldom
ys he,28,says he, days he, plays he
he ar,28,the army, the art, the article
ey ar,28,they are
ce wh,28,extravagance which, reference whatever, elegance which
nd on,28,and only, and on, and one
ch is,28,which is, church is, which isaac
ic wo,28,electronic works, electronic work, public would
as he,27,as he, was held, was heated
nd ad,27,and addison, and advice, and admirable
ve of,27,have often, motive of, representative of
nd ma,27,and manners, and made, and many
of pr,27,of project, of preserving, of praise
as pr,27,was probably, was promoted, was provided
ur of,27,favour of, humour of, vigour of
ty to,27,liberty to, loyalty to, inapplicability to
is fa,27,his father, his favourite, his face
ng wi,27,complying with, living with, king william
ay be,27,may be, lay before
me in,27,time in, come in, me in
to an,26,to an, to any, into an
ed st,26,united states, unsullied statesman, rooted still
ay th,26,say that, way that, way the
he wi,26,he will, he wished, the witty
is ch,26,his character, his children, is characteristic
as re,26,was really, was reproduced, was removed
on it,26,on its, upon it, imagination it
ry in,26,country in, ministry in, very innocent
te to,26,wrote to, write to, hesitate to
it th,26,it the, it that, spirit that
ry an,26,country and, chivalry and, poetry and
he ti,26,the time, the times, the title
no do,26,no doubt
th in,26,forth in, both in, with in
to de,26,to depart, to decline, to deal
as we,26,as well, as we, as were
to in,26,to indicate, to influence, to increase
to ma,26,to make, to many, to manifest
to se,26,to see, to secure, to serve
ad no,26,had not, had no, had noticed
ed of,26,expected of, disposed of, ashamed of
of po,26,of pope, of political, of polite
he ri,26,the right, the ridiculous, the rival
he dr,26,the drama, the dramatists, the drummer
ss to,26,access to, address to, business to
er wi,25,whoever wishes, over with, temper wit
ve an,25,love and, grave and, congreve and
it ha,25,it has, it had, wit had
al th,25,natural that, journal the, usual than
ey we,25,they were
ge an,25,stage and, age and, language and
nd pr,25,and professional, and praise, and pressure
at is,25,that is, what is
nd li,25,and literary, and literature, and libraries
of gr,25,of great, of greek, of grub
as of,25,as of, was of, ideas of
ey ha,25,they have, they had
on be,25,on behalf, persuasion before, opposition between
ss th,25,consciousness that, success that, peevishness that
or wh,25,for which, spectator when, for what
ly re,25,coldly received, lively record, naturally rely
to ex,25,to express, to explain, to exist
nd as,25,and as, and assemblies, and asked
ne th,25,one that, undermine the, one the
is an,25,is an, this and, is another
of me,25,of men, of me, of mexico
es hi,25,makes him, principles hitherto, irregularities his
he ea,25,the earl, the early, the ease
is tr,24,his travels, is true, his translation
is sa,24,is said, his satire, is says
nd so,24,and so, and some, and society
ll in,24,still in, dwell in, tickell in
at in,24,that in, great increase, great individuals
se wh,24,those who, those which, house where
he op,24,the opportunity, the opposite, the opinion
re no,24,are not, were not, were now
he ol,24,the old, the older, the oldest
on is,24,addison is, foundation is, restoration is
re wa,24,there was, here was, failure was
of si,24,of sir, of singing, of six
he ap,24,the appearance, the apennines, he appears
ng as,24,interesting as, long as, acting as
ns to,24,donations to, assigns to, pains to
by hi,24,by his, by him
no sp,24,no spectator, no spence's
ke th,23,like the, make the, take the
ny of,23,many of, any of, patrimony of
he hi,23,he himself, the highest, the history
le wh,23,steele who, people who, battle where
er ma,23,sober man, other man, together 'makes
of mo,23,of morals, of modern, of monarchs
ut he,23,but he, but here, but health
is of,23,is of, his office, basis of
ut it,23,but it, about it, but its
as mu,23,as much, was much, as must
ht th,23,thought the, thought they, delight the
he ro,23,the romantic, the road, the roman
is st,23,his style, is still, his studies
ly di,23,violently displaced, equally distasteful, utterly disappeared
nd fo,23,and for, and fortune, and folly
he ho,23,the house, the honour, the horseplay
ss an,23,business and, mistress and, fineness and
as so,23,was so, was soon, as soon
at an,23,at any, that an, that any
en he,23,when he, then held, often heard
is di,23,this direction, is difficult, his distinction
on re,22,on reading, addison really, on receipt
of en,22,of english, of england, of enlightened
he sc,22,the scenes, the school, the scenery
to st,22,to stella, to steele, to strengthen
us in,22,us in, thus in, genius in
is wo,22,this work, his works, his work
as hi,22,as his, was his, was himself
st ha,22,must have, interest have, first having
nd wa,22,and was, and want, sunderland was
ed no,22,appeared no, need not, seemed no
an to,22,than to, began to, statesman to
is na,22,his name, is natural, this nature
ve in,22,love in, live in, motive in
he ve,22,the very, the verses, the verdant
se to,22,averse to, impulse to, cause to
ll of,22,all of, full of, downfall of
at co,22,that could, at court, that conflict
on bu,22,opinion but, addison but, restoration but
nd de,22,and debauchery, and deep, and decency
ue th,22,true that, dialogue that, true the
of lo,22,of love, of louis, of lord
ve fo,22,archive foundation, have for, have found
ty wh,22,society which, party which, beauty which
us to,22,us to, anxious to, ambitious to
of wi,22,of wit, of will, of will's
he si,22,the side, the single, the simile
he go,22,the good, the government, the golden
ee ho,22,coffee house, coffee houses, see how
ch as,22,much as, such as, church as
it in,22,it in, wit in, it incumbent
do no,22,do not
of vi,22,of virtue, of view, of virgil
ce he,22,since he, acquaintance he, office he
ht to,22,sought to, ought to, right to
is se,22,his services, this seems, his servants
he vi,22,the violence, the vigorous, the virtuous
he an,22,the angel, the ancient, he and
me to,22,time to, me to, come to
er se,21,under secretary, character set, roger seems
he on,21,the one, the only, he once
rs wh,21,manners which, letters which, letters whose
ve to,21,have to, have told, offensive to
re hi,21,before his, were his, are his
em th,21,them that, them the, system the
of mi,21,of mind, of milston, of miscellanies
ed co,21,supposed continuous, mixed conception, feigned compliance
to di,21,to discuss, to discard, to die
us th,21,us that, anxious that, genius the
if th,21,if they, if the, if this
ly de,21,entirely devoid, consciously destructive, chiefly devoted
re we,21,there were, where we, are we
ed ma,21,contained many, printed matter, published march
on wi,21,addison with, connection with, nation with
re co,21,were constantly, were confirmed, were connected
of al,21,of all, of almost, of allegory
es ha,21,parties had, families had, times had
it to,21,it to, fit to, it too
he da,21,the day, the days, the danube
in or,21,in order, in ordinary, chaplain or
nd se,21,and sentiment, and seems, and serene
in po,21,latin poets, in pope's, in politics
of tr,21,of tragedy, of treating, of translating
on by,20,addison by, conversation by, opinion by
de co,20,de coverley, froude cowper, decide concerning
th ce,20,eighteenth century, seventeenth century, cloth cents
we ha,20,we have, we had
nd be,20,and being, and be, and beauty
to he,20,to hear, to her, to help
as it,20,as it, was it, has it
of sh,20,of shakespeare, of showing, of shaftesbury
ge in,20,age in, passage in, stage in
he es,20,the essay, the essayists, the essays
be th,20,be the, be thought, danube the
in so,20,in so, in some, in society
to sa,20,to say, to satisfy, hitherto saved
ng co,20,nothing could, favouring conditions, having committed
er co,20,spenser conveys, under conditions, panther composed
nd st,20,and steele, and still, and state
of se,20,of several, of sense, of sentiment
ng he,20,king he, young heirs, fopling he
er hi,20,after his, under his, over his
ce wi,20,acquaintance with, compliance with, accordance with
or in,20,for instance, tutor in, spectator in
rd of,20,standard of, record of, heard of
re re,20,were received, austere republicans, more recent
in he,20,in he, in her, wherein he
es on,20,verses on, lines on, treatises on
to me,20,to me, to meet, to men
ho wa,20,who was, who wanted, who watch
ng pr,20,writing printing, distributing project, training proficiency
me an,20,time and, me and, me any
is ag,20,this agreement, his age
im in,20,him in, blenheim in, him into
he qu,20,the queen, the qualities, the quarrel
al pa,19,original pages, criminal passion, political partizan
is su,19,is sufficient, his subjects, is sufficiently
al to,19,journal to, equal to, appeal to
te in,19,taste in, estate in, fortunate in
is ma,19,is made, his majesty's, his manner
of dr,19,of dr, of dramatic, of dryden
is mo,19,his most, is more, this morning
ny ot,19,any other, many other, many others
ve hi,19,give his, gave him, gave his
ng it,19,abusing it, feeding its, thinking it
is ve,19,is very, this vein, this verdict
ng or,19,bring order, singing or, publishing or
ar in,19,appear in, year in, singular in
de of,19,side of, made of, multitude of
in of,19,vein of, in of, obtain of
wn th,19,known that, known the, own the
ed wh,19,doubted whether, alarmed when, experienced what
of de,19,of devotion, of design, of decency
ed so,19,modified so, organised society, diseased societies
nd me,19,and me, and mercurius, and meliorating
re wh,19,literature which, nature which, censure which
ll as,19,well as, still as, well assured
at ha,19,that has, that had, that having
ch an,19,such an, french and, church and
en to,19,written to, driven to, heaven to
es fo,19,marseilles for, opportunities for, themselves for
or to,19,or to, superior to, spectator to
ed be,19,passed between, indeed be, hated bear
nd no,19,and not, and no, find none
re he,19,before he, where he, are heard
in pa,19,in paragraph, in particular, in parliament
it ma,19,it may, it makes, it mainly
st co,19,must confess, must comply, utmost corruption
ng fo,19,feeling for, craving for, calling for
nt fo,19,instrument for, sent for, parliament for
of fa,19,of fashion, of fact, of fashionable
ng on,19,venturing on, being one, starting on
he va,19,the various, the vast, the vanity
ng fr,19,coming from, arising from, writing from
rs on,19,papers on, letters on, examiners on
he of,19,the office, the of, the offer
is fo,18,his fortunes, is for, this for
or re,18,or refund, or re, for readers
of le,18,of letters, of learning, of le
on ma,18,on marlborough, discretion may, milton mark
at pr,18,at present, that protracted, great principles
rk of,18,work of, mark of, groundwork of
be re,18,be remembered, be represented, be regarded
at wh,18,that which, that whatever, that when
he do,18,the doctrine, he does, the downfall
he tw,18,the two, the twenty, he twice
om an,18,from any, from an, room and
om he,18,whom he, from heaven, from her
ng be,18,having been, long been, meeting between
al co,18,social convulsion, equal contempt, official confirmation
ks of,18,works of, books of, marks of
ll pr,18,full project, all probability, will probably
ht an,18,thought and, light and, right and
ed he,18,opposed he, obtained he, concerned he
he no,18,the notion, the nobility, the notes
ed wa,18,wanted was, creed was, approved was
re al,18,are all, are always, were all
lf to,18,himself to, itself to, myself to
es it,18,besides it, ourselves it, makes it
ch ar,18,which are, much art, french armies
is be,18,his behaviour, his best, this being
he el,18,the elizabethan, the elaborate, the elements
ad of,18,instead of, head of, spread of
of fo,18,of foreign, of fort, of fopling
in ma,18,in many, in making, in manuscript
er fo,18,order for, over four, prefer fontainebleau
is pe,18,this period, his pen, this performance
of ca,18,of cato, of cato's, of calling
er it,18,character itself, intelligencer it, under it
tm el,18,tm electronic
ns wh,17,restrictions whatsoever, reasons which, puritans while
he or,17,the original, the order, the ordinary
ng wh,17,feeling which, during which, following which
ts to,17,nights to, thoughts to, points to
st re,17,best representative, must regard, first recorded
ys of,17,days of, says of, plays of
ly pr,17,highly praised, successively produce, inimitably preserved
ch it,17,which it, such it, which its
he al,17,the allusion, he always, he also
nd al,17,and all, and always, find all
an be,17,can be, christian before, middleman between
re on,17,satire on, were only, more on
in en,17,in england, in english, vain endeavour
in fa,17,in fact, in favour, in faith
nd mo,17,and more, and monkish, and moral
as un,17,was under, as under, as undermined
nd pe,17,and personal, and perhaps, and persuasion
wn in,17,shown in, own invention, drawn into
is wh,17,his whole, this whole, is what
he bo,17,the bookseller, the book, the books
ch we,17,which were, which we, such were
is wa,17,this was, his way, his wants
in to,17,in to, pain to, chaplain to
rt an,17,art and, court and, part and
gn of,17,design of, reign of
is ca,17,his cato, his capacity, his capital
ce is,17,piece is, evidence is, office is
es no,17,does not, aristophanes nor, gazes nor
er as,17,rather as, another as, character as
er is,17,paper is, however is, roger is
ot on,17,not only, not one
is me,17,his memory, his method, this means
ly wi,17,comply with, only with, early with
by ad,17,by addison, by adversity
in sp,17,in spite, in speaking
ll an,17,quill and, all and, budgell and
ct in,17,conduct in, subject in, defect in
en as,17,taken as, men as, been as
he fu,17,the full, the future, the fundamental
at no,16,at no, that no, that nothing
th al,16,with all, with almost, death alone
rg li,16,gutenberg literary, gutenberg license
ed pr,16,landed proprietors, distributed proofreading, enlightened progress
rk an,16,work and, dunkirk and, trademark and
on sh,16,on shakespeare, hutton shelley, dobson sheridan
ay an,16,day and, gay and, play and
in de,16,in december, in describing, colvin de
er be,16,ainger bentley, master being, never be
he ab,16,the above, the absence, the ablest
id to,16,said to, paid to, prepaid to
he ei,16,the eighteenth, the eighth
is le,16,his letter, this letter, his letters
ed bu,16,lived but, denied but, admitted but
fe an,16,life and, wycliffe and, wife an
re as,16,are as, shakespeare as, were as
an un,16,an unrivalled, an understanding, an under
ed po,16,unrivalled power, loved poets, called polymnia
ly ha,16,hardly have, scarcely have, italy had
ss in,16,business in, class interest, less interest
on at,16,addison at, on atticus, johnson at
al re,16,social reform, general reader, national respect
nd vi,16,and virtue, and vitality, and virgil
is ac,16,his account, his acquaintance, is accepted
ut to,16,but to, out to, put to
to fo,16,to form, to found, to follow
ly as,16,early as, only as, tacitly assumed
to ta,16,to take, to talk, to tatters
lf in,16,himself in, itself in, herself into
is ne,16,this new, his new, is necessary
ry co,16,tory country, century composed, century constituted
en pr,16,been preserved, been prepared, been profoundly
nd we,16,and were, and we, and well
ar th,16,war the, near the, far therefore
of su,16,of such, of sunderland, of surviving
as co,16,was compelled, was coldly, as contrary
ch mo,16,much more, which monks, much moral
de an,16,side and, made any, wide and
st to,16,first to, interest to, least to
rt th,16,part the, report that, sport than
es he,16,countries he, thames he, consequences he
rd to,16,regard to, forward to, oxford to
ee th,16,see the, agree that, debauchee the
ur to,16,endeavour to, honour to, favour to
ls an,16,schools and, journals and, rivals and
ds in,16,records in, words in, touchwoods in
es wi,16,states without, circumstances will, purposes without
es co,16,james' coffee, qualities could, grace's commands
ve re,16,have resolved, have read, have recovered
as on,16,was one, was only, was on
nd ex,16,and expressions, and expressed, and experimental
on we,16,reason we, intention we, conversation were
he mu,16,he must, the mus, the muse
im an,16,him and, him an
at yo,16,that you, what you, at your
by st,16,by steele, by step, by strengthening
if yo,16,if you
pe th,15,hope that, pope the, courthope this
ve it,15,give it, have it, gave it
es ar,15,pages are, times are, names are
on co,15,addison courthope, generation cowley, imagination could
is so,15,his son, is so, is something
of pe,15,of persons, of peace, of periodical
ps th,15,perhaps the, philips the, perhaps that
ut hi,15,but his, about his, put his
le se,15,little senate, humble servant, style seemed
nd su,15,and such, mind such, and suspicion
as de,15,was destined, was designed, was deficient
an wh,15,man who, than what, than when
ad in,15,had in, had invested, read in
er no,15,tatler no, character nor, mother nothing
in on,15,in one, obtain on, in on
on af,15,soon after, addison after, soon afterwards
of na,15,of nature, of national, of natural
it wi,15,it with, wit with, it will
ed ad,15,influenced addison's, entertained admiration, inspired addison
ic op,15,public opinion
al di,15,political differences, equal distribution, initial difficulty
of ou,15,of our
nd fa,15,and false, and factions, and familiar
at on,15,at once, that on, at one
re su,15,were susceptible, bare summary, compare such
em to,15,seem to, them to
en hi,15,given him, when his, been hitherto
as se,15,as set, as secretary, was sent
of ne,15,of news, of new, of neas's
en we,15,when we, women were, men were
to gi,15,to give, cato give
of go,15,of good, of government, of gossip
ne in,15,shine in, fortune in, gwynne in
es fr,15,memories from, classes from, newes from
ng pa,15,glowing panegyric, long parliament, following passage
as fa,15,as far, has fallen, was far
he as,15,the astrologer, he asked, the asceticism
nd ac,15,and according, and actors, and accomplishments
nd si,15,and sir, and sixty, and sister
of my,15,of my, of mystical
ce wa,15,experience was, consequence was, renaissance was
to sp,15,to speak, to spence, to spurious
he nu,15,the number, the numbers, the nucleus
re be,15,there before, therefore be, desire because
in re,15,in return, in reality, mountain rears
ch of,15,breach of, each of, speech of
on or,15,person or, religion or, eton or
st be,15,must be, least be, most beautiful
et wi,15,met with, meet with, yet within
er ad,15,after addison's, never admit, however addison's
te hi,15,wrote his, anticipate his, private history
is ex,15,his experience, his excellent, his examiners
ry ar,15,literary archive, poetry are, literary artillery
ot to,15,not to, not too, not touched
he ag,15,the age, the agamemnon, the agents
en wh,15,men who, dryden whose, between whom
sh th,15,refresh their, wish that, establish themselves
re at,14,were at, anywhere at, fire at
ve no,14,have no, have not, archive note
on ad,14,on addison, addison addison, distinction addison
th su,14,with such, death surveyed, with success
to un,14,to understand, to undertake, to undermine
id of,14,said of, devoid of, aid of
le co,14,rule compositions, remarkable confusion, little company
in ad,14,in addison's, in addison, in adequate
nd pa,14,and partly, and painful, and passion
to le,14,to leave, to let, to lessen
ry wh,14,injury which, tory whoever, gallantry where
ut no,14,but not, but no, but nobody
ow to,14,how to, blow to, show to
is as,14,is as, his assistance, is associated
ng re,14,having reconciled, discovering resemblances, unsung renowned
of di,14,of distinguished, of dismissing, of diplomacy
of hu,14,of human, of humour, of hurting
en it,14,when it, taken its, spoken it
on no,14,question not, reason not, determination not
nt wi,14,consistent with, inconsistent with, amendment without
ch to,14,much to, attach to, much together
ad fo,14,had formed, had found, had for
so th,14,so that, also the, so their
rs ha,14,predecessors had, impostors had, manners has
he ci,14,the civil, the circumstances, the city
re de,14,more delightful, more detailed, were dependent
of fe,14,of feeling, of female, of fez
es bu,14,principles but, circumstances but, lines but
es as,14,squires as, themes as, describes as
om wh,14,from which, from whom, from what
rd th,14,heard the, standard that, discard the
se wa,14,these was, house was, verse was
as ma,14,was made, as macaulay, as many
es ii,14,charles ii, james ii
as su,14,as such, was subjected, was sufficiently
re wi,14,future wife, atmosphere will, more will
of wa,14,of warwick, of war, of was
of ha,14,of having, of hannibal, of halifax
ld of,14,world of, field of, would often
ot in,14,not in, root in, got into
ow of,14,know of, fellow of, flow of
ld th,14,behold the, told that, world that
se wi,14,false wit, ease with, profuse wit
ry we,14,very well, country were, secretary were
ut wh,14,but what, but which, but when
is he,14,his heart, his head, is here
nt co,14,replacement copy, apparent condemnation, excellent compositions
ld an,14,mild and, world and, old and
