sequence,count,common_words
ries,63,tories, contemporaries, series
tron,63,electronic, strong, strongly
desc,63,described, describing, description
qual,63,equally, equal, qualified
howe,63,however, showed, showers
hile,63,while, awhile, meanwhile
hous,63,house, houses, thousand
mora,62,moral, morality, morals
ains,62,against, pains, contains
assi,62,classical, passion, assistance
caus,62,because, cause, caused
ordi,62,according, ordinary, accordingly
indi,62,finding, individual, indignation
doub,62,doubt, doubtless, undoubtedly
eing,62,being, seeing
umbe,62,number, numbers, slumber
blis,61,published, publishing, publish
rary,61,literary, contemporary, contrary
ttle,61,little, battle, settled
rabl,61,admirable, considerable, favourable
inci,61,principles, principle, incident
riou,61,various, serious, furious
diff,61,different, difficulty, difficult
call,61,called, characteristically, call
itte,61,written, admitted, committed
ster,60,master, westminster, sister
icat,60,publication, dedicated, indicate
vour,60,favour, endeavour, favourable
coul,60,could
gain,60,against, again, gain
plac,60,place, places, placed
disc,60,discourse, discovered, discuss
sure,60,pleasure, pleasures, sure
oubt,60,doubt, doubtless, undoubtedly
tten,60,written, attention, attend
give,59,give, gives, given
line,59,lines, declined, inclined
vide,59,evidence, provided, provide
neve,59,never, nevertheless, whenever
ived,59,received, derived, lived
lled,59,called, filled, killed
avou,59,favour, endeavour, favourable
cept,59,accepted, except, perception
onsi,59,considered, considerable, consists
bein,59,being
once,59,once, conception, conceived
tanc,59,acquaintance, circumstances, instance
numb,59,number, numbers, numberless
turn,59,return, turned, turn
ocie,58,society, societies
ciet,58,society, societies
cial,58,social, official, commercial
escr,58,described, describing, description
athe,58,rather, father, cathedral
plea,58,pleasure, pleased, pleasures
renc,58,french, reference, reverence
eren,58,different, reference, reverence
stri,57,distributed, distribution, distributing
rous,57,vigorous, generous, humorous
rans,57,translation, translations, translated
year,57,years, year, year's
erse,57,verses, verse, herself
ends,57,friends, friendship, friend's
opin,57,opinion, opinions, developing
espe,57,shakespeare, respect, respectively
rist,57,characteristic, christian, satirist
just,57,just, justice, justly
each,57,each, reached, breach
rage,57,tragedy, rage, tragedies
desi,57,design, desire, desired
mark,56,mark, remarks, trademark
denc,56,evidence, correspondence, tendency
tend,56,intended, pretended, attend
take,56,take, taken, undertake
erve,56,preserved, observed, observe
pini,56,opinion, opinions
inio,56,opinion, opinions
tura,56,natural, naturally, unnatural
conc,56,conception, conclude, conclusion
untr,56,country, countries, countrymen
ised,56,raised, exercised, praised
cond,56,second, conduct, conditions
foll,56,following, follows, followed
gina,55,imagination, original, imaginative
ortu,55,opportunity, fortune, fortunes
tici,55,criticism, criticisms, criticised
orde,55,order, afforded, orders
ular,55,particular, regular, particularly
easo,55,reason, reasonable, reasons
ason,55,reason, reasonable, reasons
rinc,55,principles, principle, principal
rove,55,prove, proved, improvement
ntly,55,sufficiently, apparently, evidently
find,55,find, finding, finds
make,55,make, makes, shoemaker
late,55,late, later, translated
trib,54,distributed, contributed, distribution
ited,54,united, exhibited, limited
teri,54,characteristic, materials, material
tell,54,intelligence, tell, intellectual
rtun,54,opportunity, fortune, fortunes
ural,54,natural, naturally, unnatural
long,54,long, longer, headlong
esti,54,question, interesting, domestic
ontr,54,contributed, contrary, control
perf,54,performance, performed, perfection
book,53,book, books, ebook
ourt,53,court, courtiers, courthope
ribu,53,distributed, contributed, distribution
ibut,53,distributed, contributed, distribution
ollo,53,following, follows, followed
cord,53,according, accordingly, record
aine,53,remained, contained, obtained
atin,53,latin, creating, treating
prop,53,proper, property, proposed
whig,53,whig, whigs
itie,53,opportunities, qualities, authorities
bjec,53,subject, subjects, object
wher,52,where, wherein, whereas
crib,52,described, describing, describes
tatl,52,tatler, tatlers
atle,52,tatler, tatlers
tler,52,tatler, tatlers
corr,52,correspondence, corruption, corrupt
ntin,52,continued, continent, printing
amon,52,among, rosamond, damon
agai,52,against, again
rodu,52,produced, produce, production
oduc,52,produced, produce, production
sens,52,sense, insensibly, insensible
vent,52,invention, prevented, prevent
cati,51,publication, education, communication
ativ,51,narrative, representative, imaginative
dram,51,drama, dramatic, dramatists
rama,51,drama, dramatic, dramatists
ient,51,ancient, sufficient, sufficiently
conv,51,conversation, convinced, conveyed
rson,51,person, personal, persons
fine,51,fine, refined, refinement
ners,51,manners, commissionership, retainers
riod,51,period, periodical, periods
ncip,51,principles, principle, principal
eems,51,seems
eare,51,appeared, shakespeare, disappeared
owev,51,however
weve,51,however
elec,51,electronic, election, selected
arch,50,archive, march, monarchical
orks,50,works
cato,50,cato, cato's, catos
thos,50,those
ange,50,angel, change, strange
sses,50,classes, possessed, expresses
alle,50,called, fallen, unrivalled
ible,50,possible, impossible, visible
iona,50,fashionable, national, professional
conf,50,confusion, confirmed, confess
trea,50,treated, treatment, treating
alit,50,morality, qualities, quality
ceiv,50,received, perceived, perceive
betw,50,between, betwixt
iste,50,existence, sister, minister
ntio,50,invention, mentioned, attention
wing,50,following, showing, growing
stag,49,stage, stages, postage
rece,49,received, preceding, recently
nten,49,intended, sentence, intention
rave,49,grave, travels, travelling
geni,49,genius, ingenious, congenial
resp,49,correspondence, respect, respectively
ship,49,friendship, fellowship, commissionership
reco,49,record, records, reconciled
ptio,49,description, corruption, perception
ffec,49,effect, affection, affected
rais,49,praise, raised, raise
hall,49,shall, hall, shallow
elig,49,religious, religion, delightful
imen,49,sentiment, sentiments, compliment
fact,49,fact, satisfaction, faction
ndin,49,finding, understanding, contending
ital,48,italy, italian, capital
ince,48,since, prince, sincere
volu,48,revolution, volume, volumes
best,48,best, bestowed, bestowing
live,48,live, lived, lives
orma,48,performance, information, reformation
mpos,48,composition, composed, compositions
ower,48,power, powers, powerful
cien,48,ancient, sufficient, sufficiently
cert,48,certain, certainly, certosa
uenc,48,influence, consequence, consequences
lass,48,class, classes, classical
rder,48,order, orders, ordered
stru,48,instrument, struck, structure
urse,48,course, discourse, ourselves
supp,48,supposed, support, suppose
ienc,48,audience, experience, audiences
prod,48,produced, produce, production
rity,48,authority, superiority, posterity
etwe,48,between
twee,48,between
ween,48,between
name,48,name, names, ornaments
offe,48,coffee, offered, offer
kind,48,kind, mankind, kindness
ease,47,pleased, ease, ceased
embe,47,remember, member, december
orat,47,restoration, elaborate, elaborated
dent,47,incident, evidently, evident
stro,47,strong, strongly, strokes
spea,47,shakespeare, speak, speaking
rent,47,different, apparently, current
aise,47,praise, raised, raise
then,47,then, athenian, strengthen
gent,47,gentleman, gentlemen, agents
cces,47,success, access, succession
expe,47,experience, expected, expense
disp,47,disposition, displayed, dispute
ired,47,required, inspired, acquired
ying,47,complying, dying, saying
admi,46,admirable, admiration, admitted
abou,46,about, abounds, labour
befo,46,before, beforehand
fici,46,official, sufficient, sufficiently
repr,46,represented, representations, representative
agre,46,agreement, agree, agreeable
enta,46,representations, representative, representation
rect,46,direction, correct, direct
cula,46,particular, particularly, particulars
look,46,look, looked, looking
arty,46,party, party's
scen,46,scenes, scene, scenery
erso,46,person, personal, persons
used,46,used, caused, roused
owin,46,following, showing, growing
news,46,news, newspaper, newspapers
john,45,johnson, john, johnson's
imag,45,imagination, imaginative, images
ders,45,readers, understand, understanding
nius,45,genius, sempronius, sempronius'
stra,45,strange, estranged, restrained
mind,45,mind, minds, minded
epre,45,represented, representations, representative
high,45,high, highly, highest
sist,45,consists, assistance, sister
diti,45,edition, traditions, editions
orou,45,marlborough, vigorous, thoroughly
ilit,45,military, ability, probability
both,45,both
owed,45,showed, bestowed, followed
eive,45,received, perceived, perceive
acqu,45,acquaintance, acquainted, acquired
ared,44,appeared, prepared, disappeared
mple,44,example, simple, complete
word,44,words, word, wordsworth
tent,44,attention, intention, extent
piri,44,spirit, spirits, conspiring
eres,44,interest, interesting, interests
nish,44,finished, furnished, furnish
clas,44,class, classes, classical
mpli,44,simplicity, accomplished, compliance
icis,44,criticism, criticisms, criticised
shou,44,should, rushout
avin,44,having, leaving, craving
essa,44,essay, necessary, essays
shal,44,shall, shallow
tire,44,entirely, satire, entire
nity,44,opportunity, dignity, christianity
rmed,44,performed, formed, informed
earl,44,early, earl, clearly
asse,44,passed, classes, assemblies
eque,44,consequence, frequent, frequently
aged,44,tragedy, tragedies, encouraged
ritt,44,written
lord,44,lord, lordship, lord's
offi,44,office, official, offices
hrou,43,through, throughout
elle,43,intellectual, excellent, expelled
icke,43,tickell, tickell's, bickerstaff
esto,43,restoration, bestowed, restored
ater,43,greater, later, materials
onde,43,correspondence, wonder, condemned
nabl,43,fashionable, reasonable, enabled
ompa,43,company, companion, compare
litt,43,little
ittl,43,little
come,43,come, become, comedy
inis,43,ministry, finished, minister
whom,43,whom
eeme,43,seemed, agreement, esteemed
prof,43,profession, profits, professional
righ,43,right, copyright, rightly
houl,43,should
havi,43,having, behaviour
poin,43,point, points, pointed
oint,43,point, points, pointed
ligh,43,light, delightful, slight
agin,43,imagination, imaginative, imagine
erar,43,literary
orme,43,performed, formed, former
oger,43,roger, astrologer, roger's
cove,43,coverley, covered, discovered
arge,43,charge, large, largely
love,43,love, loved, lover
cens,42,license, licensed, censure
osed,42,composed, supposed, proposed
edit,42,edition, credit, editions
ntle,42,gentleman, gentlemen, bentley
unit,42,united, opportunity, opportunities
anti,42,romantic, wanting, meantime
main,42,main, domain, remained
ming,42,charming, becoming, coming
styl,42,style, styles
tyle,42,style, styles
onal,42,personal, national, professional
idea,42,ideas, idea, ideal
oper,42,proper, opera, property
reme,42,remember, requirements, remembered
magi,42,imagination, imaginative, imagine
cipl,42,principles, principle, discipline
mode,42,modern, mode, model
iffe,42,different, difference, differences
eign,42,reign, foreign, sovereign
quir,42,required, acquired, requirements
elve,42,themselves, twelve, ourselves
appr,42,appreciation, appreciate, approach
humo,42,humour, humorous, humours
esig,42,design, designed, designs
ages,41,passages, pages, images
nson,41,johnson, johnson's, tonson
eniu,41,genius
irit,41,spirit, spirits, spiritual
nsti,41,instincts, institutions, instinct
bout,41,about
ccou,41,account, accounts, accounted
crea,41,created, creating, increase
favo,41,favour, favourable, favourite
mong,41,among, newsmongers, amongst
onve,41,conversation, conveyed, converse
oppo,41,opportunity, opposition, opportunities
quen,41,consequence, frequent, frequently
eade,41,reader, readers, leaders
iple,41,principles, principle, unprincipled
dati,41,foundation, foundations, commendation
succ,41,success, succession, successful
ucce,41,success, succession, successful
equa,41,equally, equal, adequate
fice,41,office, sacrifice, magnificent
oman,41,woman, roman, romantic
mour,41,humour, rumour, humours
hers,40,others, herself, publishers
mean,40,means, meaning, mean
ppos,40,supposed, suppose, opposition
hink,40,think, thinking, thinks
ndat,40,foundation, foundations, commendation
othi,40,nothing, gothic
seve,40,several, seven, severe
hear,40,heard, heart, hear
akes,40,shakespeare, makes, takes
expr,40,expression, expressed, expressions
xpre,40,expression, expressed, expressions
duct,40,conduct, production, product
subj,40,subject, subjects, subjected
rwar,40,afterwards, forward, henceforward
your,40,your, yourself, yours
vari,40,various, variety, varied
onta,40,containing, contained, montague
ansl,40,translation, translations, translated
nsla,40,translation, translations, translated
slat,40,translation, translations, translated
term,39,terms, determined, intermitting
para,39,paragraph, paradise, comparatively
ocia,39,social, associated, association
isto,39,history, aristocratic, aristocracy
lica,39,publication, applicable, anglican
ompo,39,composition, composed, compositions
gard,39,regarded, regard, garden
ured,39,endeavoured, procured, assured
akin,39,making, speaking, taking
cism,39,criticism, criticisms, fanaticism
beca,39,because, became
ples,39,principles, examples, people's
inde,39,indeed, indecent, indecencies
fash,39,fashion, fashionable, fashions
ashi,39,fashion, fashionable, fashions
shio,39,fashion, fashionable, fashions
hion,39,fashion, fashionable, fashions
reig,39,reign, foreign, sovereign
requ,39,required, frequent, requirements
tlem,39,gentleman, gentlemen, gentleman's
ives,39,gives, lives, wives
ntai,39,containing, contained, maintained
ubje,39,subject, subjects, subjected
umou,39,humour, rumour, humours
roni,39,electronic, sempronius, patronised
itin,38,writing, writings, baiting
miss,38,permission, miss, mission
deli,38,delightful, delight, delicate
elin,38,feeling, feelings, delineated
hand,38,hand, hands, handel's
rall,38,generally, naturally, severally
sibl,38,possible, impossible, visible
virt,38,virtue, virtuous, virtues
irtu,38,virtue, virtuous, virtues
ticu,38,particular, atticus, particularly
ader,38,reader, readers, leaders
rive,38,derived, driven, rivers
iver,38,university, rivers, diversion
amen,38,parliament, ornaments, amendment
duce,38,produced, produce, introduced
mine,38,examiner, mine, determined
ranc,38,appearance, france, utterance
oets,38,poets, poet's
rita,38,puritan, puritans, britain
uire,38,required, acquired, requirements
tabl,38,inimitable, established, table
roge,38,roger, roger's
eman,38,gentleman, demand, emancipated
iate,38,associated, immediately, appreciate
ribe,37,described, describes, ascribed
orth,37,forth, worth, northern
arly,37,early, particularly, clearly
trav,37,travels, extravagance, travelling
eigh,37,eighteenth, eight, height
suff,37,sufficient, sufficiently, suffering
tand,37,standard, understand, understanding
eser,37,preserved, deserves, preserve
poss,37,possible, possessed, impossible
refo,37,therefore, reformation, reform
econ,37,second, reconciled, reconciling
urin,37,during, securing, endeavouring
rtic,37,particular, particularly, article
ommo,37,common, commons, commonly
worl,37,world, world's, worldly
orld,37,world, world's, worldly
ific,37,scientific, artificial, sacrifice
stre,37,street, mistress, stream
reli,37,religious, religion, relieved
unda,37,foundation, foundations, foundation's
lent,37,violent, excellent, violently
sted,37,invested, posted, suggested
free,37,freeholder, free, freedom
happ,37,happy, happily, happiest
ecia,37,appreciation, special, grecian
icen,36,license, licensed, magnificent
spen,36,spence, spence's, spenser
onte,36,contemporary, contempt, contemporaries
last,36,last, lasted, blasted
ghte,36,eighteenth, daughter, daughters
rovi,36,provided, provide, providing
nate,36,fortunate, senate, fortunately
judg,36,judgment, judge, judgments
anot,36,another, another's
scho,36,school, scholar, schools
chie,36,chief, chiefly, mischief
ider,36,considered, considerable, consider
glan,36,england, glance, langland
titu,36,institutions, constitution, constituted
feel,36,feeling, feelings, feel
urit,36,puritan, puritans, favourite
tary,36,secretary, military, complimentary
ciat,36,associated, appreciation, appreciate
ntri,36,contributed, countries, contributor
rned,36,turned, returned, learned
vice,36,services, vice, service
ensi,36,pension, licensing, apprehensions
terw,36,afterwards
erwa,36,afterwards
alif,36,halifax, qualified, qualifications
copy,35,copy, copyright, copying
ecei,35,received, receive, receipt
entu,35,century, centuries, adventure
ntur,35,century, centuries, adventure
ovid,35,provided, provide, ovid
rema,35,remarks, remarkable, remained
tick,35,tickell, tickell's, tick
migh,35,might, mighty, almighty's
test,35,greatest, protestant, test
atir,35,satire, satirist, satirical
atic,35,dramatic, aristocratic, undramatic
onst,35,constantly, constitution, constant
ifie,35,qualified, gratified, modified
rali,35,morality, moralist, immorality
rote,35,wrote, protestant, protection
ntim,35,sentiment, sentiments, intimate
omme,35,commercial, comments, commendation
ects,35,subjects, effects, defects
hono,35,honour, honourable, honoured
onou,35,honour, honourable, honoured
nour,35,honour, honourable, honoured
prob,35,probably, probability, probable
liam,34,parliament, william, william's
lice,34,license, licensed, licensing
incl,34,inclination, including, inclined
pare,34,prepared, apparently, compare
empl,34,employment, employ, templar
fair,34,affairs, fair, fairly
whos,34,whose
inve,34,invention, invested, invest
trag,34,tragedy, tragedies, tragic
orre,34,correspondence, correct, corrected
ckel,34,tickell, tickell's
kell,34,tickell, tickell's
ures,34,pleasures, features, figures
powe,34,power, powers, powerful
dmir,34,admirable, admiration, admire
acce,34,accepted, access, accept
itse,34,itself
tsel,34,itself
stil,34,still, hostility, distilled
unte,34,countess, volunteers, hunter
mmon,34,common, commons, commonly
arri,34,married, carried, marriage
uppo,34,supposed, support, suppose
nsid,34,considered, considerable, consider
reve,34,congreve, prevented, reverence
ngla,34,england, langland, england's
elli,34,intelligence, travelling, rebellion
ithe,34,either, hitherto, neither
vere,34,sovereign, covered, reverence
isco,34,discourse, discovered, discover
prev,34,prevailed, prevented, prevent
inin,34,containing, training, entertaining
lige,34,intelligence, obliged, negligence
coll,34,collier, college, collection
ccor,34,according, accordingly, accordance
latt,34,latter, flattery, flatter
nger,33,longer, stronger, danger
tora,33,restoration, pastorals, pastoral
full,33,full, fully, faithfully
enth,33,eighteenth, enthusiasm, enthusiastic
real,33,real, really, reality
issi,33,permission, mission, dissipation
eath,33,death, weather, heathen
rega,33,regarded, regard, regards
egar,33,regarded, regard, regards
impr,33,impressed, improvement, impression
infl,33,influence, inflicting, influenced
ratu,33,literature, congratulated, congratulate
usin,33,business, using, abusing
roun,33,ground, round, surrounded
ways,33,always, ways
rely,33,entirely, merely, severely
race,33,grace, graceful, traces
nown,33,known, unknown, renowned
lion,33,lion, lions, rebellion
tant,33,constantly, protestant, constant
trad,33,trademark, traditions, trade
cate,33,dedicated, indicate, delicate
reta,33,secretary, retained, retainers
selv,33,themselves, ourselves
lves,33,themselves, ourselves
ppor,33,opportunity, support, opportunities
tors,33,actors, spectator's, spectators
oved,33,proved, removed, loved
emar,33,remarks, trademark, remarkable
enes,33,scenes, politeness, profaneness
roba,33,probably, probability, probable
evid,33,evidence, evidently, evident
nclu,32,including, included, conclude
pens,32,expense, spenser, pension
ords,32,words, records, lordship
phil,32,philips, philosophy, philosophical
erin,32,suffering, discovering, sufferings
rted,32,inserted, started, reported
oura,32,favourable, courage, encouraged
rtue,32,virtue, virtues
memb,32,remember, member, remembered
hief,32,chief, chiefly, mischief
truc,32,struck, structure, instruction
ucti,32,production, productions, introduction
tice,32,justice, notice, practice
ligi,32,religious, religion, irreligious
igio,32,religious, religion, prodigious
tori,32,tories, notorious, historic
fied,32,qualified, gratified, modified
ervi,32,services, service, preserving
thus,32,thus, enthusiasm, enthusiastic
rise,32,rise, rises, arise
lian,32,italian, compliance, brilliant
itan,32,puritan, puritans, puritanism
imit,32,limited, imitation, inimitable
ably,32,probably, remarkably, agreeably
obse,32,observed, observations, observe
easu,32,pleasure, pleasures, measure
asur,32,pleasure, pleasures, measure
ersi,32,university, controversial, version
ctor,32,actors, rector, victory
exce,32,except, excellent, excesses
tmen,32,resentment, treatment, appointment
ingl,32,accordingly, single, commingled
ford,32,oxford, afforded, hertford
tenc,32,existence, sentence, sentences
quai,32,acquaintance, acquainted, quaint
uain,32,acquaintance, acquainted, quaint
mini,32,ministry, minister, feminine
onic,32,electronic, ironical, electronically
icti,31,fictitious, fiction, diction
angu,31,language, languages, languor
nden,31,correspondence, tendency, ascendency
ossi,31,possible, impossible, crossing
extr,31,extraordinary, extravagance, extremely
rong,31,strong, strongly, stronger
whol,31,whole, wholesome, wholly
hole,31,whole, wholesome, choleric
sinc,31,since, sincere, disinclination
isin,31,rising, arising, raising
rmat,31,information, reformation, format
eeli,31,feeling, feelings
tune,31,fortune, fortunes, misfortune
bser,31,observed, observations, observe
atis,31,dramatists, satisfaction, satisfy
retu,31,return, returned, returning
etur,31,return, returned, returning
ench,31,french, enchanted, trenches
ased,31,pleased, ceased, based
cene,31,scenes, scene, scenery
cret,31,secretary, secret, discretion
lowi,31,following, glowing, overflowing
erfo,31,performance, performed, performing
rfor,31,performance, performed, performing
lang,30,language, languages, langland
rley,30,coverley, wycherley, harley
post,30,post, posterity, posted
amil,30,family, familiar, families
trac,30,protracted, traces, traced
amat,30,dramatic, dramatists, dramatist
